,id_ponto,lat_pred,lon_pred
1161,9505,-8.052988706604431,-34.95179599844658
5164,8305,-8.051644084364902,-34.95051229586358
1357,1789,-8.053822918453127,-34.94961946455736
1945,3978,-8.055886688975384,-34.95111661971549
2399,2704,-8.056982578971386,-34.95160243099405
3116,8036,-8.052096562482948,-34.94805380354619
5765,2079,-8.055213362279511,-34.9499980797994
6649,4488,-8.055969965595775,-34.95267612227604
5619,9010,-8.050316075366519,-34.9510532355224
2357,1337,-8.054368948726793,-34.95069126473525
1657,4625,-8.055538294552163,-34.95284198506368
2847,8489,-8.05265124105889,-34.94976273308904
5573,2419,-8.056978608542094,-34.95160392173484
4401,407,-8.054820244877611,-34.95149783170729
2684,9532,-8.049223100176166,-34.95190454160839
5074,8476,-8.053346213989768,-34.94959118182146
5001,4589,-8.055473266602215,-34.9528656449501
1488,6735,-8.055211550187185,-34.951277054449996
5502,7214,-8.054614464379659,-34.953058423276275
6105,1077,-8.054760715802708,-34.95068768752699
4626,3138,-8.057030384035206,-34.952179939643464
3984,6304,-8.055523678986287,-34.95114885153178
1032,6045,-8.056142525801818,-34.95119171075455
4339,8510,-8.051154041599945,-34.94993524118572
3608,6219,-8.055885898148714,-34.95105004808643
1436,8104,-8.050299864747853,-34.954480961807086
6362,7253,-8.054440233683561,-34.9501351346769
6333,5732,-8.055376844000886,-34.95295957135165
1010,9019,-8.051119250079392,-34.954275090160536
1321,6204,-8.055885898148714,-34.95105004808643
1773,7202,-8.055131184475755,-34.95149372969186
691,5888,-8.055809370745013,-34.951757569803185
533,2391,-8.056978608542094,-34.95160392173484
3076,818,-8.055517291639275,-34.95046805585009
3381,5744,-8.055900631592584,-34.952774275944414
652,9310,-8.049486414642127,-34.95591792473655
33,3519,-8.05554788949787,-34.95234045924066
5018,703,-8.055023595176612,-34.95142824420587
44,1221,-8.054240007326584,-34.95081949773981
5844,2116,-8.055229707481418,-34.95049953204061
2118,8594,-8.05282484123366,-34.9520899400279
964,8497,-8.052587840257598,-34.9565929139016
3871,2924,-8.057437523452707,-34.95137856243486
6563,659,-8.05502736668865,-34.95142690999355
3903,9317,-8.049660151572368,-34.95440103500808
3649,5886,-8.055809370745013,-34.951757569803185
5413,7437,-8.05479817484228,-34.952199572114374
5027,5773,-8.055900631592584,-34.952774275944414
2328,2843,-8.056909144700688,-34.95159209407239
4687,5367,-8.056070911310824,-34.95270618719768
5035,4440,-8.056130801391976,-34.95261760349029
5624,1240,-8.054073480820534,-34.95088047981128
26,6203,-8.055885898148714,-34.95105004808643
3307,2151,-8.055436435714142,-34.95036210583873
63,1039,-8.055351927585352,-34.950453621611295
1044,1444,-8.05418738542296,-34.95078599287888
2473,2761,-8.057557876641788,-34.95139052152442
3630,1447,-8.054176300713957,-34.950758278277156
227,847,-8.055620035800192,-34.95043067322954
2166,5165,-8.05550242180113,-34.952907823327564
2825,7910,-8.052698467497152,-34.94861185658107
3937,8679,-8.052585767273067,-34.95263952268073
3464,8267,-8.052433106425973,-34.948512006471795
4990,1388,-8.05429175457352,-34.950753883936486
969,8293,-8.051200932570532,-34.954241562272955
4417,855,-8.055517291639275,-34.95046805585009
5694,4223,-8.055986652729247,-34.950847052059025
1569,6680,-8.052794159888094,-34.95315239696492
4791,9667,-8.049895182011959,-34.95481507336113
1600,1711,-8.05492390469209,-34.9494881517494
1839,8218,-8.051683561425028,-34.94845928087965
3078,4523,-8.055906021444994,-34.952699387831025
4458,8816,-8.05159886660087,-34.952430055919166
5818,3476,-8.055501545458522,-34.952831173074834
6208,504,-8.054879081012844,-34.95147622238799
6249,6801,-8.053375283050134,-34.95161699205025
5553,920,-8.05530849692319,-34.950495076506144
2481,6984,-8.053341839988809,-34.95835037739183
252,1259,-8.054242748192538,-34.95081902634074
6576,4389,-8.05622986063573,-34.95258156159664
4370,6511,-8.054696239186798,-34.951452017966126
6626,3157,-8.057052060018522,-34.95217205301466
4653,8701,-8.051806118707336,-34.95314379229882
5544,271,-8.0555261283598,-34.9512403371756
2586,1661,-8.054701214101097,-34.94942174330993
2759,2652,-8.057666882115381,-34.9513603515104
6241,5293,-8.055432724258687,-34.95293247957127
2432,4195,-8.055978998777146,-34.950869312363295
4977,8803,-8.051756144013295,-34.94955505032631
3613,1846,-8.054197230507476,-34.95010382469731
4606,8552,-8.052759098901014,-34.9517191031143
641,9155,-8.051473591302802,-34.95414894675692
3306,1237,-8.054229547900407,-34.950823696083866
1328,4891,-8.055042991516375,-34.95309990496828
297,2271,-8.05369933544703,-34.95021955507151
303,5657,-8.055280937929572,-34.95299403482657
2167,1621,-8.055073735769588,-34.94927377728909
6393,635,-8.055066197022185,-34.951411077015024
5004,3681,-8.056184643500888,-34.951051737342766
1702,1848,-8.054197230507476,-34.95010382469731
2623,4086,-8.056068023311859,-34.95099543633752
655,704,-8.055023595176612,-34.95142824420587
6724,8838,-8.050907498324511,-34.94908915961548
6618,1306,-8.054113245938813,-34.950786407238475
3817,5553,-8.056307736779198,-34.95262801178623
240,8747,-8.051235929583399,-34.95566342881776
783,588,-8.055402553451536,-34.95129048197143
1018,790,-8.055023595176612,-34.95142824420587
2183,820,-8.055517291639275,-34.95046805585009
977,8824,-8.051713632965091,-34.951364911646486
2522,3222,-8.056317213297792,-34.9524489631009
2405,3491,-8.05530564157114,-34.952440320174674
2707,4557,-8.055488975525998,-34.95285112656928
257,4619,-8.055720372812015,-34.9527757373817
893,2300,-8.053522575032607,-34.94979920961044
1883,7386,-8.052745109193568,-34.95160483662851
1433,4376,-8.05622986063573,-34.95258156159664
2228,9169,-8.049953560857602,-34.95163986089854
3544,3642,-8.055487278092498,-34.952362496125346
1480,2402,-8.056978608542094,-34.95160392173484
6434,8716,-8.051131449599811,-34.95206719678142
1859,4919,-8.055351908528081,-34.95311795633478
6028,4143,-8.055806500038702,-34.951051513170206
6462,3394,-8.05558339768378,-34.952799060473936
3318,9496,-8.04901476149262,-34.95170709508445
3945,7493,-8.052374877818604,-34.95429864698026
1498,6447,-8.055016119768009,-34.951321725347306
1703,4512,-8.055906021444994,-34.952699387831025
3885,5000,-8.055338476032802,-34.95253521083349
1550,6455,-8.055016119768009,-34.951321725347306
2836,3823,-8.056129875516376,-34.951071664224884
2337,602,-8.055215033873056,-34.95135681900806
2445,4498,-8.055782685099926,-34.952744262748936
3258,1946,-8.054505200099687,-34.949555858721446
3896,4874,-8.055367440403773,-34.952842877768454
3755,2238,-8.053273374319001,-34.94948147630583
4405,4182,-8.055928164018985,-34.95089113620455
3016,9670,-8.050089716447326,-34.95426569547179
1558,7248,-8.053001566964703,-34.9571052763929
2431,6264,-8.0557678071963,-34.951060836579785
1092,3148,-8.057030384035206,-34.952179939643464
5901,77,-8.055446649754309,-34.95126925481456
124,1407,-8.05429175457352,-34.950753883936486
3077,5571,-8.056260916655235,-34.95264504690446
4084,6900,-8.055728611202323,-34.956878096398015
5235,8341,-8.051184463991838,-34.94866303076465
1672,9236,-8.050942265844398,-34.952108316113
4984,1624,-8.055073735769588,-34.94927377728909
5388,4116,-8.05575179091259,-34.95110832230081
2937,2566,-8.057290937795532,-34.95149334579463
5386,4179,-8.055928164018985,-34.95089113620455
598,1181,-8.054607885252642,-34.950729429399075
75,585,-8.055402553451536,-34.95129048197143
3878,4563,-8.055440204563538,-34.9528688714841
5785,5975,-8.056044670592094,-34.95107323756253
2944,5540,-8.055523639426704,-34.95290539452792
3684,2723,-8.056985863982842,-34.95159287705988
2596,9438,-8.051508399933553,-34.951084472861304
149,6945,-8.054355498539609,-34.9496302628248
5724,8356,-8.052623884066504,-34.94932250151435
3601,2394,-8.056978608542094,-34.95160392173484
453,6749,-8.055223988766373,-34.95291056146842
1606,1186,-8.054416679602193,-34.95080617807464
6341,6303,-8.055523678986287,-34.95114885153178
1844,7865,-8.053446139574438,-34.9588981950095
808,7306,-8.054032602847613,-34.95218796962256
1467,5470,-8.055219697225604,-34.95301138765897
5081,8925,-8.05115338619166,-34.949313542813286
1119,8624,-8.052435623184454,-34.9510444364334
810,9159,-8.051191035401743,-34.95284773334002
1129,1498,-8.054051798704561,-34.95057800322643
834,6098,-8.05505276369472,-34.95188842558802
5627,2343,-8.053811419229373,-34.94972659981719
5832,7147,-8.054315663300702,-34.95411543214553
6468,190,-8.05516023776143,-34.95137346346987
2647,3240,-8.056181960582133,-34.95264368114894
1235,3479,-8.055501545458522,-34.952831173074834
