ponto_id,rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delay_1,delay_2,delay_3,lat,lon,indoor
9301,-101.145.714.285.714,-927.633.333.333.333,-9.783.642.857.142.850,-86.89,-100.51,-98.47,-98.53,-101.744,-96.92,3.0,2.0,6.0,-804.822,-34.946.940.000.000.000,FALSE
5678,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-93.005,-9.772.714.285.714.290,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
8885,-802.464.285.714.286,-9.757.214.285.714.290,-80.33,-99.55,-964.575,-933.442.857.142.857,-80.885,-999.346.666.666.667,-96.98,3.0,4.0,3.0,-8.049.660.000.000.000,-3.495.462,FALSE
398,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.47,-932.883.333.333.333,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
2010,-98.748,-97.85,-98.61,-96.1,-889.125,-90.82,-100.03,-97.07,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
5166,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,-8.873.571.428.571.430,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
5871,-103.705,-110.425,-107.381.666.666.667,-110.33,-93.58,-88.95,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
9478,-870.642.857.142.857,-94.46,-83.32,-89.54,-92.04,-9.020.142.857.142.850,-93.69,-99.034,-944.075,1.0,3.0,5.0,-804.727,-3.495.063,FALSE
1283,-111.27,-107.2,-107.01,-108.43,-106.015.714.285.714,-103.524.285.714.286,-103.19,-103.5,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
8024,-85.78,-88.78,-911.357.142.857.143,-50.78,-770.325,-680.814.285.714.286,-88.095,-94.332,-97.6,4.0,1.0,4.0,-80.522,-3.494.765,FALSE
2448,-115.0,-115.0,-115.0,-115.0,-96.33,-9.266.833.333.333.330,-824.533.333.333.333,-78.36,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
4256,-106.07,-115.0,-106.67,-104.161.666.666.667,-9.794.714.285.714.290,-100.48,-9.923.571.428.571.430,-971.633.333.333.333,-115.0,5.0,3.0,2.0,-8.055.424,-34.951.597,TRUE
1836,-98.748,-99.67,-98.61,-99.31,-88.57,-8.668.428.571.428.560,-100.03,-96.665,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
9289,-84.47,-78.57,-819.671.428.571.429,-86.33,-96.41,-8.763.857.142.857.140,-875.583.333.333.333,-98.012,-967.925,2.0,3.0,4.0,-804.828,-3.495.071,FALSE
1019,-109.088.333.333.333,-107.2,-107.01,-108.43,-993.342.857.142.857,-100.04,-103.475,-99.12,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
5066,-102.61,-115.0,-99.05,-115.0,-104.295,-97.36,-96.98,-995.725,-115.0,5.0,3.0,2.0,-8.055.506,-34.951.693,TRUE
1326,-109.088.333.333.333,-107.2,-107.01,-108.43,-106.015.714.285.714,-103.524.285.714.286,-104.68,-102.96,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
7037,-88.65,-96.2,-9.168.428.571.428.560,-97.49,-97.66,-934.842.857.142.857,-82.37,-69.126,-967.025,5.0,4.0,1.0,-805.561,-3.495.411,FALSE
475,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-920.342.857.142.857,-91.535,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
2810,-115.0,-115.0,-115.0,-115.0,-96.33,-934.833.333.333.333,-82.39,-782.614.285.714.286,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
8350,-878.071.428.571.428,-982.785.714.285.714,-90.05,-99.84,-994.975,-921.828.571.428.572,-807.516.666.666.667,-95.63,-86.43,4.0,6.0,1.0,-8.051.630.000.000.000,-3.495.787,FALSE
1651,-98.748,-99.67,-98.61,-95.98,-86.785,-843.442.857.142.857,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
9303,-99.98,-927.633.333.333.333,-9.783.642.857.142.850,-86.64,-1.005.975,-9.948.571.428.571.430,-101.15,-101.744,-96.92,3.0,2.0,6.0,-8.048.210.000.000.000,-3.494.696,FALSE
1169,-109.088.333.333.333,-107.2,-107.01,-108.43,-102.202.857.142.857,-100.335.714.285.714,-103.065,-102.11,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
2528,-115.0,-115.0,-115.0,-115.0,-96.33,-9.266.833.333.333.330,-824.533.333.333.333,-789.842.857.142.857,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
1206,-109.088.333.333.333,-107.2,-107.01,-108.43,-104.845.714.285.714,-101.435.714.285.714,-103.065,-102.11,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
6256,-103.705,-110.425,-107.381.666.666.667,-110.33,-98.065,-105.56,-100.24,-99.57,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
7377,-97.97,-945.757.142.857.143,-93.52,-94.4,-97.54,-8.840.428.571.428.560,-8.104.333.333.333.330,-80.13,-975.125,5.0,4.0,2.0,-80.551,-3.495.312,FALSE
5469,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.97,-9.329.375,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
9083,-984.442.857.142.857,-878.304.761.904.762,-981.292.857.142.857,-61.83,-84.73,-85.53,-92.29,-90.834,-96.56,3.0,1.0,6.0,-804.882,-34.945.640.000.000.000,FALSE
431,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-899.542.857.142.857,-931.633.333.333.333,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
7163,-96.6,-9.856.857.142.857.140,-9.012.178.571.428.560,-964.316.666.666.667,-93.13,-94.97,-85.595,-728.364,-78.15,5.0,5.0,0.0,-805.546,-349.563,FALSE
867,-109.088.333.333.333,-107.2,-107.01,-108.43,-97.2,-9.814.857.142.857.140,-99.84,-94.665,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
2974,-115.0,-115.0,-115.0,-115.0,-92.08,-94.59,-830.766.666.666.667,-782.614.285.714.286,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
5236,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-94.455,-8.873.571.428.571.430,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
5093,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,-8.873.571.428.571.430,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
5433,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-98.68,-920.157.142.857.143,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
541,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-91.13,-89.625,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
5195,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,-8.873.571.428.571.430,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
1132,-109.088.333.333.333,-107.2,-107.01,-108.43,-102.202.857.142.857,-100.092.857.142.857,-103.065,-101.825,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
9523,-854.728.571.428.571,-82.32,-78.82,-93.56,-936.175,-9.071.142.857.142.850,-90.0,-99.034,-944.075,1.0,3.0,5.0,-804.701,-3.495.061,FALSE
4501,-101.196.666.666.667,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-92.75,-115.0,5.0,3.0,2.0,-8.055.506,-34.951.693,TRUE
6354,-103.705,-110.425,-107.381.666.666.667,-110.33,-101.715,-105.56,-99.48,-101.46,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
9033,-103.33,-8.660.285.714.285.700,-84.07,-80.82,-950.875,-90.17,-96.52,-97.346,-967.925,2.0,3.0,4.0,-804.904,-3.495.037,FALSE
3390,-100.83,-115.0,-98.56,-115.0,-100.406.666.666.667,-9.784.571.428.571.430,-99.255,-98.118,-115.0,5.0,3.0,3.0,-8.055.833.999.999.990,-34.951.362,TRUE
8177,-77.13,-91.76,-76.75,-88.95,-86.315,-947.414.285.714.286,-877.583.333.333.333,-97.142,-95.605,3.0,3.0,2.0,-805.194,-3.495.286,FALSE
2962,-115.0,-115.0,-115.0,-115.0,-92.08,-94.59,-842.433.333.333.333,-782.614.285.714.286,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
4155,-106.07,-115.0,-106.67,-104.161.666.666.667,-9.794.714.285.714.290,-969.533.333.333.333,-989.657.142.857.143,-971.633.333.333.333,-115.0,5.0,3.0,2.0,-8.055.424,-34.951.597,TRUE
3259,-100.83,-115.0,-98.56,-115.0,-947.966.666.666.667,-9.628.714.285.714.290,-99.255,-96.35,-115.0,5.0,3.0,3.0,-8.055.833.999.999.990,-34.951.362,TRUE
7786,-87.19,-886.757.142.857.143,-94.8,-65.04,-79.505,-8.317.714.285.714.290,-93.6,-91.502,-97.255,4.0,1.0,4.0,-805.312,-349.488,FALSE
6034,-103.705,-110.425,-107.381.666.666.667,-110.33,-92.295,-99.03,-98.33,-98.155,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
7369,-933.728.571.428.572,-9.510.285.714.285.700,-9.457.285.714.285.700,-97.78,-93.69,-89.45,-841.916.666.666.667,-81.104,-984.225,5.0,3.0,2.0,-805.512,-34.952.870.000.000.000,FALSE
9617,-90.72,-70.14,-87.84,-89.15,-1.009.825,-91.34,-983.733.333.333.333,-101.288,-944.075,2.0,3.0,5.0,-804.645,-349.489,FALSE
2583,-115.0,-115.0,-115.0,-115.0,-96.33,-9.266.833.333.333.330,-820.566.666.666.667,-782.614.285.714.286,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
2813,-115.0,-115.0,-115.0,-115.0,-96.33,-934.833.333.333.333,-822.433.333.333.333,-782.614.285.714.286,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
3959,-106.07,-115.0,-106.67,-104.161.666.666.667,-9.693.857.142.857.140,-939.633.333.333.333,-978.942.857.142.857,-955.016.666.666.667,-115.0,5.0,3.0,2.0,-8.055.424,-34.951.597,TRUE
2947,-115.0,-115.0,-115.0,-115.0,-100.04,-94.59,-842.433.333.333.333,-782.614.285.714.286,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
6643,-907.920.238.095.238,-88.197.012.987.013,-923.086.666.666.667,-93.8,-755.055,-791.682.142.857.143,-917.869.444.444.444,-94.85,-958.575,7.0,3.0,5.0,-80.592,-3.494.733,FALSE
5174,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,-8.873.571.428.571.430,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
6841,-912.185.714.285.714,-921.571.428.571.429,-919.266.666.666.666,-95.03,-858.775,-846.428.571.428.571,-92.5,-8.853.399.999.999.990,-963.725,6.0,3.0,3.0,-8.056.289.999.999.990,-3.495.068,FALSE
7834,-79.16,-98.11,-8.975.142.857.142.850,-101.231.666.666.667,-100.9,-971.385.714.285.714,-98.725,-99.576,-97.765,4.0,4.0,2.0,-805.285,-3.495.349,FALSE
3586,-107.65,-115.0,-98.56,-115.0,-9.795.666.666.666.660,-9.784.571.428.571.430,-99.255,-101.098,-115.0,5.0,3.0,3.0,-8.055.833.999.999.990,-34.951.362,TRUE
8929,-83.45,-93.71,-78.07,-90.83,-90.98,-895.742.857.142.857,-918.966.666.666.667,-97.054,-962.825,2.0,4.0,3.0,-804.951,-3.495.346,FALSE
7432,-90.046,-9.099.642.857.142.850,-907.325,-81.46,-98.23,-834.585.714.285.714,-911.766.666.666.667,-87.994,-963.725,5.0,2.0,3.0,-805.471,-34.949.690.000.000.000,FALSE
2563,-115.0,-115.0,-115.0,-115.0,-96.33,-9.266.833.333.333.330,-836.833.333.333.333,-782.614.285.714.286,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
2630,-115.0,-115.0,-115.0,-115.0,-96.33,-9.266.833.333.333.330,-872.633.333.333.333,-782.614.285.714.286,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
3190,-103.04,-115.0,-98.56,-115.0,-94.36,-95.83,-99.255,-94.714,-115.0,5.0,3.0,3.0,-8.055.833.999.999.990,-34.951.362,TRUE
7237,-93.96,-918.871.428.571.429,-93.15,-8.509.636.363.636.350,-81.725,-861.833.333.333.333,-89.06,-80.685,-963.725,5.0,3.0,3.0,-805.537,-3.495.087,FALSE
5036,-102.61,-115.0,-103.4,-115.0,-104.295,-97.36,-96.98,-995.725,-115.0,5.0,3.0,2.0,-8.055.506,-34.951.693,TRUE
1080,-109.088.333.333.333,-107.2,-107.01,-108.43,-100.124.285.714.286,-100.032.857.142.857,-105.38,-100.79,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
4283,-106.07,-115.0,-106.67,-104.161.666.666.667,-9.794.714.285.714.290,-100.48,-9.923.571.428.571.430,-971.633.333.333.333,-115.0,5.0,3.0,2.0,-8.055.424,-34.951.597,TRUE
7440,-79.95,-100.307.142.857.143,-821.671.428.571.428,-95.72,-100.225,-8.260.428.571.428.570,-73.335,-89.368,-58.27,6.0,6.0,0.0,-805.464,-3.495.938,FALSE
7085,-87.9,-96.38,-88.83,-9.716.833.333.333.330,-90.53,-94.02,-760.333.333.333.333,-74.214,-90.945,5.0,4.0,1.0,-805.556,-3.495.377,FALSE
2085,-98.748,-106.79,-98.61,-95.04,-89.395,-917.071.428.571.428,-100.03,-95.785,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
6345,-103.705,-110.425,-107.381.666.666.667,-110.33,-98.065,-105.56,-99.48,-102.44,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
2452,-115.0,-115.0,-115.0,-115.0,-96.33,-9.266.833.333.333.330,-824.533.333.333.333,-78.36,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
4966,-103.976.666.666.667,-115.0,-102.08,-115.0,-99.675,-101.26,-96.98,-995.725,-115.0,5.0,3.0,2.0,-8.055.506,-34.951.693,TRUE
2023,-98.748,-97.85,-98.61,-97.49,-88.255,-90.82,-100.03,-97.07,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
8437,-92.39,-9.176.142.857.142.850,-96.82,-79.25,-87.705,-930.771.428.571.428,-96.825,-98.578,-97.6,4.0,1.0,5.0,-805.142,-3.494.778,FALSE
8694,-97.91,-984.607.142.857.143,-94.03,-99.475,-97.775,-943.495.238.095.238,-885.333.333.333.333,-97.054,-100.835,3.0,4.0,2.0,-805.049,-3.495.425,FALSE
8459,-77.45,-9.570.142.857.142.850,-8.352.857.142.857.140,-99.26,-99.8,-9.190.035.714.285.700,-918.083.333.333.333,-99.194,-84.33,5.0,7.0,2.0,-805.135,-3.495.985,FALSE
226,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-857.716.666.666.667,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
1013,-109.088.333.333.333,-107.2,-107.01,-108.43,-988.128.571.428.572,-100.04,-103.475,-99.12,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
6679,-918.014.285.714.286,-9.304.428.571.428.560,-918.728.571.428.571,-959.116.666.666.667,-871.308.333.333.333,-8.417.714.285.714.290,-92.23,-79.59,-958.575,7.0,3.0,4.0,-805.863,-3.494.925,FALSE
1929,-98.748,-99.67,-98.61,-96.1,-928.375,-907.471.428.571.428,-100.03,-95.25,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
8030,-92.03,-914.828.571.428.571,-9.353.714.285.714.290,-58.59,-75.405,-82.53,-899.383.333.333.333,-91.772,-97.6,4.0,0.0,5.0,-805.219,-34.945.840.000.000.000,FALSE
5251,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-94.455,-8.873.571.428.571.430,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
1404,-109.088.333.333.333,-107.2,-107.148.571.428.571,-1.089.875,-105.637.142.857.143,-104.435.714.285.714,-104.68,-103.915,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
2179,-98.748,-97.35,-99.592,-97.36,-91.935,-9.251.428.571.428.560,-100.03,-96.85,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
697,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-88.66,-93.86,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
1124,-109.088.333.333.333,-107.2,-107.01,-108.43,-101.492.857.142.857,-100.674.285.714.286,-103.065,-100.79,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
3895,-106.07,-115.0,-106.67,-104.161.666.666.667,-972.814.285.714.286,-93.39,-9.600.714.285.714.290,-956.233.333.333.333,-115.0,5.0,3.0,2.0,-8.055.424,-34.951.597,TRUE
7669,-88.95,-996.357.142.857.143,-8.643.142.857.142.850,-944.983.333.333.333,-1.008.325,-89.17,-78.955,-90.732,-55.33,5.0,6.0,1.0,-80.537,-3.495.964,FALSE
5110,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,-8.873.571.428.571.430,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
1778,-98.748,-99.67,-98.61,-98.24,-891.475,-8.666.714.285.714.270,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
9035,-79.83,-893.942.857.142.857,-7.647.571.428.571.420,-911.533.333.333.334,-98.04,-919.842.857.142.857,-840.633.333.333.333,-104.362,-795.375,4.0,7.0,3.0,-804.903,-34.959.740.000.000.000,FALSE
2634,-115.0,-115.0,-115.0,-115.0,-96.33,-9.266.833.333.333.330,-872.633.333.333.333,-782.614.285.714.286,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
3489,-107.65,-115.0,-98.56,-115.0,-100.89,-9.784.571.428.571.430,-99.255,-99.588,-115.0,5.0,3.0,3.0,-8.055.833.999.999.990,-34.951.362,TRUE
7752,-894.242.857.142.857,-982.457.142.857.143,-8.583.428.571.428.570,-100.931.666.666.667,-982.575,-906.057.142.857.143,-81.955,-93.052,-69.91,5.0,6.0,1.0,-805.335,-3.495.969,FALSE
1037,-109.088.333.333.333,-107.2,-107.01,-108.43,-993.342.857.142.857,-99.76,-103.475,-99.12,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
6093,-103.705,-110.425,-107.381.666.666.667,-110.33,-100.74,-93.02,-98.33,-99.005,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
2256,-98.748,-97.35,-99.592,-97.86,-91.935,-9.251.428.571.428.560,-100.03,-101.03,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
7616,-85.66,-996.357.142.857.143,-8.655.142.857.142.850,-95.72,-100.225,-882.328.571.428.571,-78.955,-89.444,-61.66,6.0,6.0,0.0,-805.397,-3.495.953,FALSE
2613,-115.0,-115.0,-115.0,-115.0,-96.33,-9.266.833.333.333.330,-8.384.666.666.666.660,-82.26,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
313,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-851.566.666.666.667,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
2649,-115.0,-115.0,-115.0,-115.0,-96.33,-9.266.833.333.333.330,-88.89,-782.614.285.714.286,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
2281,-98.748,-98.16,-99.592,-103.1,-91.935,-9.251.428.571.428.560,-100.03,-101.03,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
6741,-88.18,-90.8,-8.813.285.714.285.700,-89.74,-712.075,-69.11,-8.740.333.333.333.330,-888.652.727.272.727,-963.625,7.0,2.0,5.0,-805.748,-349.465,FALSE
8147,-8.832.857.142.857.140,-8.968.857.142.857.140,-901.371.428.571.429,-51.97,-772.275,-824.057.142.857.143,-92.955,-94.502,-97.6,4.0,1.0,5.0,-805.198,-349.469,FALSE
2547,-115.0,-115.0,-115.0,-115.0,-96.33,-9.266.833.333.333.330,-839.533.333.333.333,-789.842.857.142.857,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
5512,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-88.47,-940.242.857.142.857,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
5132,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,-8.873.571.428.571.430,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
2159,-98.748,-106.79,-98.396,-100.88,-89.395,-9.251.428.571.428.560,-100.03,-95.44,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
7080,-945.885.714.285.714,-9.710.285.714.285.700,-940.585.714.285.714,-961.283.333.333.333,-92.275,-904.114.285.714.286,-779.516.666.666.667,-73.19,-947.525,5.0,4.0,1.0,-805.556,-3.495.494,FALSE
3137,-103.04,-115.0,-98.56,-115.0,-917.266.666.666.666,-956.157.142.857.143,-99.255,-93.51,-115.0,5.0,3.0,3.0,-8.055.833.999.999.990,-34.951.362,TRUE
8784,-9.668.142.857.142.850,-90.95,-94.14,-72.0,-89.89,-9.701.857.142.857.140,-914.083.333.333.333,-95.518,-989.125,3.0,1.0,5.0,-8.050.139.999.999.990,-3.494.764,FALSE
5850,-103.705,-110.425,-107.381.666.666.667,-110.33,-93.58,-95.52,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
9548,-75.51,-70.51,-68.01,-93.405,-947.625,-897.132.142.857.143,-90.0,-99.034,-944.075,1.0,3.0,5.0,-80.468,-34.950.590.000.000.000,FALSE
6445,-103.705,-110.425,-107.381.666.666.667,-110.33,-104.38,-106.59,-102.726.666.666.667,-102.12,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
3967,-106.07,-115.0,-106.67,-104.161.666.666.667,-968.857.142.857.143,-939.633.333.333.333,-978.942.857.142.857,-98.175,-115.0,5.0,3.0,2.0,-8.055.424,-34.951.597,TRUE
1428,-109.088.333.333.333,-107.2,-107.148.571.428.571,-1.089.875,-104.902.857.142.857,-104.271.428.571.429,-104.68,-106.02,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
8079,-93.67,-90.92,-8.975.285.714.285.720,-64.34,-915.425,-84.13,-91.45,-95.204,-97.6,4.0,2.0,4.0,-80.521,-3.494.923,FALSE
2520,-115.0,-115.0,-115.0,-115.0,-96.33,-9.266.833.333.333.330,-824.533.333.333.333,-789.842.857.142.857,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
8211,-8.815.285.714.285.700,-9.758.714.285.714.290,-90.05,-98.54,-98.52,-934.214.285.714.286,-69.305,-95.63,-86.43,4.0,5.0,1.0,-805.189,-3.495.726,FALSE
4969,-103.976.666.666.667,-115.0,-102.08,-115.0,-99.675,-101.26,-96.98,-995.725,-115.0,5.0,3.0,2.0,-8.055.506,-34.951.693,TRUE
1855,-98.748,-99.67,-98.61,-100.51,-83.96,-8.769.142.857.142.850,-100.03,-99.21,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
8351,-9.242.875,-9.250.714.285.714.290,-929.828.571.428.571,-76.39,-82.686,-85.34,-925.783.333.333.333,-96.142,-977.875,3.0,2.0,4.0,-8.051.630.000.000.000,-349.497,FALSE
5602,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-102.815,-965.857.142.857.143,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
9551,-89.15,-74.32,-76.32,-9.337.869.047.619.040,-95.15,-897.132.142.857.143,-90.0,-99.034,-944.075,1.0,3.0,5.0,-804.676,-349.506,FALSE
448,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-923.914.285.714.286,-931.633.333.333.333,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
7166,-81.45,-9.856.857.142.857.140,-85.76,-961.066.666.666.667,-93.725,-89.08,-867.683.333.333.333,-752.244,-88.33,5.0,5.0,0.0,-805.546,-3.495.606,FALSE
1284,-109.088.333.333.333,-107.2,-107.01,-108.43,-106.015.714.285.714,-103.524.285.714.286,-103.19,-103.5,-115.0,5.0,3.0,2.0,-805.538,-34.951.736,TRUE
5995,-103.705,-110.425,-107.381.666.666.667,-110.33,-92.295,-102.44,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
7999,-879.757.142.857.143,-881.457.142.857.143,-82.52,-60.52,-68.96,-7.788.285.714.285.700,-89.885,-89.898,-97.6,4.0,1.0,4.0,-805.223,-3.494.791,FALSE
3727,-106.07,-115.0,-106.67,-104.161.666.666.667,-962.228.571.428.571,-92.92,-961.257.142.857.143,-920.983.333.333.333,-115.0,5.0,3.0,2.0,-8.055.424,-34.951.597,TRUE
361,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-9.055.285.714.285.700,-921.633.333.333.333,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
6279,-103.705,-110.425,-107.381.666.666.667,-110.33,-98.065,-105.56,-99.48,-101.46,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
5230,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-88.66,-8.873.571.428.571.430,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
8650,-91.7,-953.314.285.714.286,-92.2,-91.51,-92.14,-9.371.285.714.285.700,-92.465,-96.342,-982.875,3.0,4.0,3.0,-805.059,-3.495.316,FALSE
8600,-94.08,-9.614.857.142.857.140,-8.806.214.285.714.270,-92.51,-929.775,-943.842.857.142.857,-97.57,-96.342,-97.62,3.0,4.0,3.0,-805.083,-3.495.318,FALSE
6251,-103.705,-110.425,-107.381.666.666.667,-110.33,-98.065,-104.73,-100.24,-99.57,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
5926,-103.705,-110.425,-107.381.666.666.667,-110.33,-93.58,-93.27,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055.786,-34.951.505,TRUE
5149,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,-8.873.571.428.571.430,-108.12,5.0,3.0,2.0,-8.055.784,-34.951.608,TRUE
2460,-115.0,-115.0,-115.0,-115.0,-96.33,-9.266.833.333.333.330,-824.533.333.333.333,-78.36,-115.0,5.0,3.0,3.0,-8.055.684,-34.951.331,TRUE
22,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-841.133.333.333.333,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
2066,-98.748,-106.79,-98.61,-96.86,-89.395,-90.49,-100.03,-95.785,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
1653,-98.748,-99.67,-98.61,-95.98,-86.785,-86.21,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055.494,-34.951.316,TRUE
702,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-956.871.428.571.428,-93.86,-115.0,5.0,3.0,2.0,-8.055.605,-34.951.728,TRUE
8212,-8.344.571.428.571.420,-9.230.285.714.285.700,-99.12,-88.09,-86.315,-947.414.285.714.286,-877.583.333.333.333,-96.096,-95.605,3.0,4.0,2.0,-805.189,-349.533,FALSE
