,id_ponto,rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delay_1,delay_2,delay_3,num_lat_bts,num_long_bts,flag_indoor
3821,7060,,-96.2,,-96.58,-91.935,,,-65.13,-95.11,5.0,4.0,1.0,-0.805558,-3.495436,False
3822,8581,-96.34,-95.13,-89.26,-86.51,-91.57,-96.4,-92.66,-95.41,-97.62,3.0,4.0,2.0,-8050930000.0,-3.495319,False
3823,5553,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-99.71,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
3824,3557,-107.65,-115.0,-98.56,-115.0,-98.46,,-99.255,-100.394,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
3825,1395,,-107.2,,,,,-104.68,-103.915,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
3826,264,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
3827,3547,-107.65,-115.0,-98.56,-115.0,-98.46,,-99.255,-100.394,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
3828,8093,,,-85.65,-96.04,-941.125,-95.98,,-87.162,-94.815,4.0,4.0,1.0,-0.805206,-3.495533,False
3829,3069,-103.04,-115.0,-98.56,-115.0,,,-99.255,-95.09,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
3830,5025,-102.61,-115.0,-104.3,-115.0,-104.295,-97.36,-96.98,-995.725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
3831,8037,,-85.03,,-57.22,-75.21,-77.78,,-90.792,-97.6,4.0,1.0,4.0,-0.805216,-3.494812,False
3832,3864,-106.07,-115.0,-106.67,,-97.53,-93.39,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
3833,8777,-78.39,,-85.51,-101.535,,,,,,3.0,4.0,2.0,-0.805017,-3.495478,False
3834,2400,-115.0,-115.0,-115.0,-115.0,-96.33,,,-78.36,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
3835,6274,-103.705,-110.425,,-110.33,-98.065,-105.56,,-101.46,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3836,8206,,-94.4,-89.29,-59.08,-75.97,-79.96,,-97.646,-97.6,4.0,1.0,4.0,-0.080519,-3.494795,False
3837,3711,-106.07,-115.0,-106.67,,,-92.92,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
3838,246,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-83.28,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
3839,1594,,-107.2,,-109.54,,,-104.23,-104.29,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
3840,9373,,-78.75,,-90.7,-97.685,-101.49,-106.07,-102.064,-944.075,2.0,2.0,5.0,-0.804803,-3.494764,False
3841,1529,,-107.2,,-108.87,,,-104.23,-104.29,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
3842,7684,,,,-80.58,-81.09,,,-87.63,-97.255,5.0,1.0,4.0,-0.805365,-3.494838,False
3843,923,,-107.2,-107.01,-108.43,-97.2,,-99.84,-97.295,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
3844,9069,-75.45,-86.77,-68.95,-90.43,-89.52,,-92.765,-99.226,-967.675,2.0,4.0,3.0,-8048869999.99999,-3.495298,False
3845,4364,-106.07,-115.0,-106.67,,,-100.48,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
3846,669,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,-93.86,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
3847,3604,-107.65,-115.0,-98.56,-115.0,,,-99.255,-101.098,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
3848,5108,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
3849,1910,-98.748,-99.67,-98.61,-95.79,-89.6,-90.56,-100.03,-99.21,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
3850,7931,,,,-64.34,-824.825,,-89.45,-90.804,-97.6,4.0,0.0,5.0,-8052389999.99999,-3.494675,False
3851,5248,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-99.5,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
3852,3958,-106.07,-115.0,-106.67,,,,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
3853,6026,-103.705,-110.425,,-110.33,-92.295,-102.44,-98.33,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3854,5643,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-91.53,-98.55,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
3855,2696,-115.0,-115.0,-115.0,-115.0,-96.33,,,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
3856,2591,-115.0,-115.0,-115.0,-115.0,-96.33,,,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
3857,5906,-103.705,-110.425,,-110.33,-93.58,-90.51,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3858,1781,-98.748,-99.67,-98.61,-98.24,-891.475,,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
3859,6509,-103.705,-110.425,,-110.33,-107.18,-106.59,,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3860,3013,-115.0,-115.0,-115.0,-115.0,-94.83,-94.59,,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
3861,2307,-98.748,-98.16,-99.592,-102.59,-91.935,,-100.03,-100.81,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
3862,7605,,,,-62.98,-64.545,,,-90.53,-97.255,5.0,1.0,5.0,-0.805407,-3.494651,False
3863,3690,-106.07,-115.0,-106.67,,,-92.92,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
3864,687,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.66,-93.86,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
3865,6011,-103.705,-110.425,,-110.33,-92.295,-102.44,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3866,612,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,-89.625,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
3867,7111,,,-946.375,-97.41,-870.725,-95.23,,-65.32,-94.16,5.0,5.0,1.0,-0.805552,-3.495555,False
3868,3200,-103.04,-115.0,-98.56,-115.0,-94.36,-95.83,-99.255,-94.714,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
3869,2267,-98.748,-97.35,-99.592,-96.86,-91.935,,-100.03,-101.03,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
3870,9468,,-91.09,,-74.89,-909.375,-80.72,,,-96.92,3.0,2.0,6.0,-0.804733,-3.494528,False
3871,6629,,,-98.06,-96.5,-78.148,,-97.41,,-958.575,7.0,3.0,5.0,-8059330000.0,-0.349469,False
3872,4135,-106.07,-115.0,-106.67,,,,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
3873,1898,-98.748,-99.67,-98.61,-99.37,-891.475,-90.27,-100.03,-99.21,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
3874,9225,-86.77,,-76.07,-84.26,-888.325,,,-98.012,-967.175,2.0,4.0,4.0,-0.804847,-3.495216,False
3875,7180,,,,-97.41,-89.4,-92.64,,-63.0,,5.0,5.0,1.0,-0.805545,-3.495558,False
3876,258,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
3877,2924,-115.0,-115.0,-115.0,-115.0,-100.04,-94.59,,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
3878,9123,-85.04,,-91.33,-77.51,-878.775,,-92.46,-97.496,-967.925,2.0,3.0,4.0,-0.804865,-3.495065,False
3879,4943,,-115.0,-102.08,-115.0,-99.675,-100.75,-96.98,-995.725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
3880,2822,-115.0,-115.0,-115.0,-115.0,-96.33,,,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
3881,6529,-103.705,-110.425,,-110.33,-107.18,-106.59,,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3882,3339,-100.83,-115.0,-98.56,-115.0,,,-99.255,-95.238,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
3883,3525,-107.65,-115.0,-98.56,-115.0,-98.46,,-99.255,-100.394,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
3884,4563,,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-96.7,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
3885,7967,-88.95,,-91.39,-98.54,-98.52,,,-95.63,-91.58,4.0,5.0,1.0,-0.805225,-34956509999.9999,False
3886,5329,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-86.0,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
3887,5223,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-88.66,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
3888,2285,-98.748,-98.16,-99.592,-103.1,-91.935,,-99.99,-100.81,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
3889,6063,-103.705,-110.425,,-110.33,-97.09,-94.52,-98.33,-99.005,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3890,4654,-101.28,-115.0,-100.06,-115.0,-98.615,-96.1,-94.42,-92.865,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
3891,5000,,-115.0,-104.04,-115.0,-102.425,-99.87,-96.98,-995.725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
3892,6710,,,-93.15,,-764.875,,-92.33,-82.69,-962.325,6.0,3.0,3.0,-0.805827,-3.495043,False
3893,484,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,-91.535,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
3894,2211,-98.748,-97.35,-99.592,-97.74,-91.935,,-100.03,-96.85,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
3895,5416,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.03,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
3896,7036,,-96.2,,,-94.535,,,-69.126,-96.16,5.0,4.0,1.0,-0.805561,-3.495417,False
3897,2555,-115.0,-115.0,-115.0,-115.0,-96.33,,-80.12,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
3898,7,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
3899,3657,-106.07,-115.0,-106.67,,,-92.92,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
3900,6411,-103.705,-110.425,,-110.33,-104.38,-105.56,,-101.46,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3901,8866,,,,-57.27,-84.965,-85.9,-89.0,-94.342,-989.125,4.0,1.0,6.0,-0.804975,-3.494583,False
3902,4874,,-115.0,-99.75,-115.0,-102.805,-98.99,-100.31,-995.725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
3903,4402,,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-875.925,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
3904,5546,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-99.71,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
3905,5297,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-86.655,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
3906,2426,-115.0,-115.0,-115.0,-115.0,-96.33,,,-78.36,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
3907,6744,,,-94.4,,-834.175,-93.03,,-77.492,-94.91,6.0,4.0,2.0,-0.805738,-34953340000.0,False
3908,1814,-98.748,-99.67,-98.61,-97.55,-926.675,,-100.03,-96.665,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
3909,9317,-89.7,,-77.26,-92.96,-93.65,,-84.17,-106.544,-852.225,4.0,7.0,3.0,-8048169999.99999,-3.495926,False
3910,2274,-98.748,-98.16,-99.592,-103.1,-91.935,,-100.03,-101.03,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
3911,1011,,-107.2,-107.01,-108.43,,-100.04,-103.475,-99.12,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
3912,7697,,,,-70.27,-696.975,-74.52,-91.935,-89.384,-97.255,5.0,1.0,4.0,-0.805359,-3.494851,False
3913,1067,,-107.2,-107.01,-108.43,,,-103.475,-100.79,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
3914,1991,-98.748,-97.85,-98.61,-100.26,-88.99,,-100.03,-91.585,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
3915,3970,-106.07,-115.0,-106.67,,-96.67,,,-98.175,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
3916,8778,,,,-101.535,,,,,,3.0,4.0,2.0,-0.805017,-3.495477,False
3917,5879,-103.705,-110.425,,-110.33,-93.58,-88.95,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3918,8094,,-88.51,,-83.94,-931.675,-85.45,,-95.754,-93.97,4.0,2.0,3.0,-0.805206,-3.495008,False
3919,4542,,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-94.1,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
3920,9026,-75.83,,-86.89,,-95.4,,-89.895,,-99.36,3.0,5.0,2.0,-0.804906,-3.495675,False
3921,3867,-106.07,-115.0,-106.67,,,-93.39,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
3922,9114,,-84.35,-77.25,-73.38,-90.64,,-92.46,-97.496,-967.925,2.0,3.0,4.0,-8048680000.0,-3.495055,False
3923,6823,,,-91.8,-100.575,-92.505,,-87.405,-65.82,-89.66,6.0,5.0,0.0,-0.805637,-3.495667,False
3924,3048,-103.04,-115.0,-98.56,-115.0,,,-99.255,-92.658,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
3925,781,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,-93.86,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
3926,6747,-91.14,,,-99.11,-83.65,,,-76.792,-941.125,6.0,4.0,2.0,-8057310000.0,-3.495357,False
3927,2675,-115.0,-115.0,-115.0,-115.0,-96.33,,-86.14,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
3928,1749,-98.748,-99.67,-98.61,-95.98,-85.82,,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
3929,6222,-103.705,-110.425,,-110.33,-97.085,-104.73,,-99.57,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3930,7396,-77.45,,-84.01,-95.72,-100.225,,,-89.368,-61.21,6.0,6.0,0.0,-8054969999.99999,-3.495929,False
3931,2791,-115.0,-115.0,-115.0,-115.0,-96.33,,,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
3932,6519,-103.705,-110.425,,-110.33,-107.18,-106.59,,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3933,5774,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-97.965,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
3934,6357,-103.705,-110.425,,-110.33,-101.715,-105.56,-99.48,-101.46,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3935,4979,,-115.0,-104.04,-115.0,-99.675,-101.26,-96.98,-995.725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
3936,7061,-93.73,,,-94.85,-90.53,-94.02,,-72.078,-94.67,5.0,4.0,1.0,-0.805558,-0.349538,False
3937,1091,,-107.2,-107.01,-108.43,,,-103.065,-100.79,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
3938,6526,-103.705,-110.425,,-110.33,-107.18,-106.59,,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3939,7857,,,,-59.29,-78.995,,-90.685,-83.03,-97.255,5.0,0.0,5.0,-8052769999.99999,-3.494652,False
3940,4627,,-115.0,-96.04,-115.0,-98.615,-96.1,-94.42,-92.865,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
3941,2324,-98.748,-98.16,-99.592,-99.37,-91.935,,-100.03,-97.63,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
3942,6534,-103.705,-110.425,,-110.33,-107.18,-106.59,,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3943,8679,,,-89.52,-96.15,-974.925,,-97.45,-98.048,-98.525,3.0,4.0,2.0,-0.805052,-3.495385,False
3944,5055,-102.61,-115.0,-101.38,-115.0,-104.295,-97.36,-96.98,-995.725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
3945,2608,-115.0,-115.0,-115.0,-115.0,-96.33,,,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
3946,8726,,,,,,,,,-951.425,3.0,4.0,2.0,-0.805043,-3.495485,False
3947,2290,-98.748,-98.16,-99.592,-99.37,-91.935,,-100.03,-100.81,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
3948,1727,-98.748,-99.67,-98.61,-95.98,-81.52,-84.56,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
3949,610,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,-89.625,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
3950,4666,-101.28,-115.0,-100.06,-115.0,-98.615,-96.1,-94.42,-946.175,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
3951,7493,,,,,,-95.78,-81.12,,-93.09,5.0,5.0,0.0,-0.805446,-3.495608,False
3952,7993,-88.28,,,-74.27,-79.145,,-89.01,-90.792,-97.6,4.0,1.0,4.0,-0.805223,-3.494805,False
3953,343,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
3954,7952,,,,-57.84,-840.625,-94.04,-89.99,-92.516,-97.6,4.0,1.0,5.0,-0.080523,-34946909999.9999,False
3955,8498,,-97.84,-90.58,-83.76,-95.46,-90.03,,-95.286,-959.225,3.0,2.0,3.0,-0.805124,-3.495061,False
3956,3750,-106.07,-115.0,-106.67,,,-92.92,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
3957,8139,,,,-47.64,-77.905,-92.34,-92.51,-95.114,-97.6,4.0,1.0,5.0,-0.805199,-3.494698,False
3958,9400,-78.51,,-88.02,-86.08,-925.125,,-88.12,-98.012,-944.075,2.0,3.0,4.0,-8047839999.99999,-3.495068,False
3959,5999,-103.705,-110.425,,-110.33,-92.295,-102.44,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3960,3215,-103.04,-115.0,-98.56,-115.0,-94.36,-95.83,-99.255,-95.288,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
3961,97,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
3962,7132,-81.2,,-82.68,-94.765,-100.225,,,-85.38,-57.02,6.0,6.0,0.0,-0.080555,-3.495915,False
3963,5176,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
3964,6165,-103.705,-110.425,,-110.33,-100.17,-98.47,,-99.57,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3965,1537,,-107.2,,-109.36,,,-104.23,-104.29,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
3966,3588,-107.65,-115.0,-98.56,-115.0,,,-99.255,-101.098,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
3967,6995,,,,,-926.075,,-79.755,-71.054,-949.725,5.0,4.0,1.0,-0.805565,-3.495492,False
3968,3648,-106.07,-115.0,-106.67,,,-92.92,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
3969,2657,-115.0,-115.0,-115.0,-115.0,-96.33,,-88.89,,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
3970,8310,,,-80.76,-90.14,-925.975,,,-89.81,-946.225,4.0,4.0,2.0,-0.805172,-34955220000.0,False
3971,1517,,-107.2,,-108.87,,,-104.23,-105.125,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
3972,5061,-102.61,-115.0,-97.49,-115.0,-104.295,-97.36,-96.98,-995.725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
3973,9049,-93.9,-87.64,,-96.53,-77.33,,-89.895,,-953.775,3.0,6.0,2.0,-8048960000.0,-3.495712,False
3974,4624,,-115.0,-96.04,-115.0,-98.615,-96.1,-94.42,-92.865,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
3975,4272,-106.07,-115.0,-106.67,,,-100.48,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
3976,3669,-106.07,-115.0,-106.67,,,-92.92,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
3977,6566,-103.705,-110.425,,-110.33,-108.345,-106.59,,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3978,5800,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-97.965,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
3979,2090,-98.748,-106.79,,-96.61,-89.395,,-100.03,-95.785,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
3980,6171,-103.705,-110.425,,-110.33,-100.17,-98.47,,-99.57,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3981,572,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,-89.97,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
3982,9253,-84.95,,-65.76,,-86.27,,,-106.544,-83.08,4.0,7.0,3.0,-0.804842,-3495959000.0,False
3983,4688,-101.28,-115.0,-100.06,-115.0,-98.615,-96.1,-98.74,-96.575,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
3984,8779,-98.47,-96.3,,-82.19,-944.625,-88.7,-93.315,-97.57,-987.325,3.0,2.0,4.0,-0.805017,-3.495047,False
3985,3062,-103.04,-115.0,-98.56,-115.0,,,-99.255,,-115.0,5.0,3.0,3.0,-8055833999.99999,-34.951362,True
3986,7193,,,,,-89.215,,,-69.58,-90.08,5.0,5.0,0.0,-0.805543,-3.495581,False
3987,6470,-103.705,-110.425,-108.2,-110.33,-104.38,-106.59,,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3988,6633,,,,-97.51,-76.562,-792.075,,,-958.575,7.0,3.0,5.0,-0.805927,-34947109999.9999,False
3989,8331,-84.33,,-90.48,-72.27,-92.03,,,-96.142,-977.875,4.0,2.0,4.0,-8051680000.0,-0.349494,False
3990,7376,-88.28,,,-95.9,-96.09,,-81.085,-80.13,-975.125,5.0,4.0,2.0,-0.080551,-3.495317,False
3991,6304,-103.705,-110.425,,-110.33,-98.065,-105.56,-99.48,-101.46,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3992,7352,,,-98.79,-91.14,-920.275,,,-78.654,-99.99,5.0,3.0,2.0,-0.805515,-3495274000.0,False
3993,9137,-84.45,-83.26,-82.76,-80.66,-89.29,-79.45,-92.46,-98.012,-967.925,2.0,3.0,4.0,-8048630000.0,-3.495071,False
3994,7613,-80.01,,-90.83,-92.83,-99.61,,-91.38,,-95.455,4.0,4.0,2.0,-0.008054,-34953540000.0,False
3995,4479,,-115.0,-96.04,-115.0,-96.79,-96.1,-94.42,-937.375,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
3996,4948,,-115.0,-102.08,-115.0,-99.675,-100.75,-96.98,-995.725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
3997,5976,-103.705,-110.425,,-110.33,-93.58,-102.44,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
3998,370,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,,-94.04,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
3999,1938,-97.23,-99.67,-98.61,-97.11,-928.375,-90.39,-100.03,-92.995,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
4000,8049,,-83.84,-89.62,-62.22,-77.925,,,-92.284,-97.6,4.0,1.0,4.0,-0.805215,-3.494826,False
4001,1753,-98.748,-99.67,-98.61,-95.98,-856.925,,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
4002,3670,-106.07,-115.0,-106.67,,,-92.92,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
4003,3652,-106.07,-115.0,-106.67,,,-92.92,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
4004,5201,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
4005,7361,-85.12,-96.14,,-95.84,-90.03,-97.03,,-79.574,-97.66,5.0,4.0,1.0,-0.805513,-3.495366,False
4006,2361,-115.0,-115.0,-115.0,-115.0,-96.33,,,-78.36,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
4007,4260,-106.07,-115.0,-106.67,,,-100.48,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
4008,5432,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-98.68,,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
4009,6285,-103.705,-110.425,,-110.33,-98.065,-105.56,-99.48,-101.46,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
4010,4991,,-115.0,-104.04,-115.0,,-99.87,-96.98,-995.725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
4011,7073,-94.27,-96.2,,-95.08,-927.275,,-74.105,-69.436,-93.84,5.0,4.0,1.0,-0.805557,-3.495463,False
4012,9158,,-81.5,,-83.5,-98.645,,-95.915,-101.01,-96.56,3.0,2.0,5.0,-8048580000.0,-3.494703,False
4013,3737,-106.07,-115.0,-106.67,,,-92.92,,,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
4014,6993,-94.73,,,-96.235,-928.375,,-95.9,-74.986,-93.92,6.0,5.0,0.0,-0.805565,-34956309999.9999,False
4015,8278,,,-93.15,-48.89,-79.525,,,-92.3,-97.6,4.0,0.0,5.0,-8051789999.99999,-3.494647,False
4016,7846,-89.18,,,,-100.9,,-101.75,-99.576,-97.765,4.0,4.0,2.0,-8052810000.0,-3.495342,False
4017,7895,-85.97,,,-100.57,-101.45,,-98.395,-97.514,-95.605,4.0,4.0,2.0,-0.805258,-3.495337,False
4018,5591,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-102.815,-95.27,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
4019,1171,,-107.2,-107.01,-108.43,,,-103.065,-102.11,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
4020,9557,-89.405,,-86.78,-87.9,-91.66,-808.975,,,-96.92,3.0,2.0,7.0,-0.804672,-3.494514,False
4021,7525,-83.91,,-91.32,-93.54,-89.27,,-94.125,-89.14,-96.55,5.0,4.0,1.0,-0.080544,-3.495402,False
4022,1422,,-107.2,,,,,-104.68,-106.02,-115.0,5.0,3.0,2.0,-0.805538,-34.951736,True
4023,6782,,,-92.62,-98.32,-918.025,,,,-882.225,6.0,5.0,1.0,-8056610000.0,-3.495517,False
